"Key","Coach","Status","Month","Day","Year","PF","Opponent","PA","Location","State","Special"
"1","Bill Bloss","W","0","0","1893","62","Lewis & Clark (OR)","0","Corvallis"," OR",
"2","Bill Bloss","W","0","0","1893","36","Western Oregon","22","Monmouth"," OR",
"3","Bill Bloss","W","0","0","1893","28","Western Oregon","0","Corvallis"," OR",
"4","Bill Bloss","L","0","0","1893","12","Portland University (OR)","26","?",,
"5","Bill Bloss","W","1","20","1894","6","Multnomah AC JV (OR)","0","?",,
"6","Guy Kennedy","W","11","3","1894","16","Oregon","0","Corvallis"," OR",
"7","Guy Kennedy","L","0","0","1894","0","Portland University (OR)","22","?",,
"8","Guy Kennedy","W","0","0","1894","36","Western Oregon","6","Monmouth"," OR",
"9","Paul Downing","T","0","0","1895","0","Pacific (OR)","0","?",,
"10","Paul Downing","L","0","0","1895","6","Willamette (OR)","36","Salem"," OR",
"11","Paul Downing","L","0","0","1895","0","Oregon","44","Eugene"," OR",
"12","Tommy Code","W","0","0","1896","18","Vancouver Barracks (WA)","0","Corvallis"," OR",
"13","Tommy Code","L","0","0","1896","0","Oregon","2","Eugene"," OR",
"14","Tommy Code","L","0","0","1896","8","Oregon","12","Corvallis"," OR",
"15","Bill Bloss","W","0","0","1897","26","Oregon","8","Eugene"," OR",
"16","Bill Bloss","W","12","4","1897","16","Washington","0","Corvallis"," OR",
"17","No Coach","W","0","0","1898","25","Lewis & Clark (OR)","6","Corvallis"," OR",
"18","No Coach","T","0","0","1898","5","Pacific (OR)","5","Corvallis"," OR",
"19","No Coach","L","0","0","1898","6","Chemawa Indian School (OR)","29","Corvallis"," OR",
"20","No Coach","L","12","10","1898","0","Oregon","38","Corvallis"," OR",
"21","Highland Stickney","W","0","0","1899","47","Lewis & Clark (OR)","0","Corvallis"," OR",
"22","Highland Stickney","W","0","0","1899","10","Willamette (OR)","0","Corvallis"," OR",
"23","Highland Stickney","L","0","0","1899","0","Multnomah AC (OR)","5","Corvallis"," OR",
"24","Highland Stickney","L","11","30","1899","0","Oregon","38","Eugene"," OR",
"25","Highland Stickney","W","0","0","1899","18","Chemawa Indian School (OR)","17","Corvallis"," OR",
"26","No Team","L","0","0","1901","6","Willamette (OR)","17","?",,"EXHIBITION NOT REALLY"
"27","No Team","L","0","0","1901","0","Pacific (OR)","17","?",,"EXHIBITION NOT REALLY"
"28","Frank D. Herbold","W","0","0","1902","67","Willamette (OR)","0","Corvallis"," OR",
"29","Frank D. Herbold","L","10","25","1902","5","Washington","16","Seattle"," WA",
"30","Frank D. Herbold","T","11","8","1902","0","Oregon","0","Corvallis"," OR",
"31","Frank D. Herbold","W","0","0","1902","21","Willamette (OR)","0","Salem"," OR",
"32","Frank D. Herbold","W","0","0","1902","33","Linfield (OR)","0","Corvallis"," OR",
"33","Frank D. Herbold","W","0","0","1902","31","Pacific (OR)","0","Corvallis"," OR",
"34","Coach McFadden","L","10","17","1903","0","Washington","5","Corvallis"," OR",
"35","Coach McFadden","L","0","0","1903","0","Multnomah AC (OR)","16","Portland"," OR",
"36","Coach McFadden","L","0","0","1903","0","Lewis & Clark (OR)","6","Albany"," OR",
"37","Coach McFadden","T","0","0","1903","0","Pacific (OR)","0","Corvallis"," OR",
"38","Coach McFadden","W","11","11","1903","6","Washington St.","0","Corvallis"," OR",
"39","Coach McFadden","L","11","21","1903","0","Oregon","5","Eugene"," OR",
"40","Coach McFadden","W","11","26","1903","15","Nevada","0","Corvallis"," OR",
"41","Dr. Allen C. Steckle","W","0","0","1904","11","Oregon St. Alumni","0","Corvallis"," OR",
"42","Dr. Allen C. Steckle","W","0","0","1904","22","Portland Medical College (OR)","0","Corvallis"," OR",
"43","Dr. Allen C. Steckle","W","10","15","1904","26","Washington","5","Seattle"," WA",
"44","Dr. Allen C. Steckle","W","0","0","1904","45","Utah St.","0","Corvallis"," OR",
"45","Dr. Allen C. Steckle","L","11","19","1904","5","Oregon","6","Corvallis"," OR",
"46","Dr. Allen C. Steckle","L","0","0","1904","10","Multnomah AC (OR)","11","Portland"," OR",
"47","Dr. Allen C. Steckle","W","0","0","1905","10","Oregon St. Alumni","6","Corvallis"," OR",
"48","Dr. Allen C. Steckle","W","0","0","1905","18","Chemawa Indian School (OR)","0","Corvallis"," OR",
"49","Dr. Allen C. Steckle","W","0","0","1905","58","Whitman (WA)","0","Corvallis"," OR",
"50","Dr. Allen C. Steckle","W","10","21","1905","29","Washington St.","0","Corvallis"," OR",
"51","Dr. Allen C. Steckle","L","10","28","1905","0","California","10","Berkeley"," CA",
"52","Dr. Allen C. Steckle","W","0","0","1905","28","Willamette (OR)","0","Corvallis"," OR",
"53","Dr. Allen C. Steckle","L","11","11","1905","0","Oregon","6","Eugene"," OR",
"54","Dr. Allen C. Steckle","W","11","30","1905","16","Washington","0","Corvallis"," OR",
"55","Dr. Allen C. Steckle","L","0","0","1905","5","Multnomah AC (OR)","6","Portland"," OR",
"56","Fred S. Norcross","W","0","0","1906","24","Lewis & Clark (OR)","0","Corvallis"," OR",
"57","Fred S. Norcross","W","0","0","1906","16","Oregon St. Alumni","0","Corvallis"," OR",
"58","Fred S. Norcross","T","10","27","1906","0","Washington","0","Seattle"," WA",
"59","Fred S. Norcross","W","0","0","1906","28","Pacific (OR)","0","Corvallis"," OR",
"60","Fred S. Norcross","W","0","0","1906","9","Portland (OR)","0","Corvallis"," OR",
"61","Fred S. Norcross","T","11","24","1906","0","Oregon","0","Corvallis"," OR",
"62","Fred S. Norcross","L","0","0","1906","0","Willamette (OR)","4","Salem"," OR",
"63","Fred S. Norcross","W","0","0","1907","26","Astoria AC (OR)","0","Corvallis"," OR",
"64","Fred S. Norcross","W","0","0","1907","6","Whitman (WA)","0","Corvallis"," OR",
"65","Fred S. Norcross","W","0","0","1907","49","Pacific (OR)","0","Corvallis"," OR",
"66","Fred S. Norcross","W","11","9","1907","4","Oregon","0","Eugene"," OR",
"67","Fred S. Norcross","W","0","0","1907","10","Loyola Marymount (CA)","0","Los Angeles"," CA",
"68","Fred S. Norcross","W","11","28","1907","42","Willamette (OR)","0","Corvallis"," OR",
"69","Fred S. Norcross","T","0","0","1908","0","Oregon St. Alumni","0","Corvallis"," OR",
"70","Fred S. Norcross","W","0","0","1908","26","Puget Sound (WA)","0","Corvallis"," OR",
"71","Fred S. Norcross","W","0","0","1908","10","Columbia AC","0","Corvallis"," OR",
"72","Fred S. Norcross","W","0","0","1908","9","Whitman (WA)","0","Corvallis"," OR",
"73","Fred S. Norcross","L","11","21","1908","0","Oregon","8","Portland"," OR",
"74","Fred S. Norcross","W","11","26","1908","28","Willamette (OR)","0","Corvallis"," OR",
"75","Fred S. Norcross","L","11","28","1908","0","Washington","32","Seattle"," WA",
"76","Fred S. Norcross","L","0","0","1908","10","Multnomah AC (OR)","11","Portland"," OR",
"77","Sol S. Metzger","T","0","0","1909","0","Oregon St. Alumni","0","Corvallis"," OR",
"78","Sol S. Metzger","W","0","0","1909","21","Pacific (OR)","0","Corvallis"," OR",
"79","Sol S. Metzger","W","0","0","1909","12","Catholic YMCA","0","Corvallis"," OR",
"80","Sol S. Metzger","W","0","0","1909","10","Whitman (WA)","0","Walla Walla"," WA",
"81","Sol S. Metzger","L","11","13","1909","0","Washington","21","Corvallis"," OR",
"82","Sol S. Metzger","L","11","19","1909","0","Oregon","12","Eugene"," OR",
"83","Sol S. Metzger","W","11","25","1909","11","Multnomah AC (OR)","8","Portland"," OR",
"84","George H. Schildmiller","T","0","0","1910","0","Oregon St. Alumni","0","Corvallis"," OR",
"85","George H. Schildmiller","W","10","22","1910","9","Willamette (OR)","6","Salem"," OR",
"86","George H. Schildmiller","W","10","29","1910","9","Washington St.","3","Portland"," OR",
"87","George H. Schildmiller","W","0","0","1910","9","Whitman (WA)","0","Corvallis"," OR",
"88","George H. Schildmiller","L","11","12","1910","0","Oregon","12","Corvallis"," OR",
"89","George H. Schildmiller","L","11","24","1910","0","Washington","22","Seattle"," WA",
"90","Sam Dolan","L","0","0","1911","2","Oregon St. Alumni","3","Corvallis"," OR",
"91","Sam Dolan","W","0","0","1911","26","Pacific (OR)","0","Corvallis"," OR",
"92","Sam Dolan","W","0","0","1911","75","Chemawa Indian School (OR)","6","Corvallis"," OR",
"93","Sam Dolan","L","11","4","1911","0","Washington","34","Seattle"," WA",
"94","Sam Dolan","W","11","11","1911","6","Washington St.","0","Corvallis"," OR",
"95","Sam Dolan","W","0","0","1911","5","Willamette (OR)","3","Corvallis"," OR",
"96","Sam Dolan","W","11","30","1911","5","Whitman (WA)","3","Walla Walla"," WA",
"97","Sam Dolan","W","0","0","1912","2","Oregon St. Alumni","0","Corvallis"," OR",
"98","Sam Dolan","W","10","16","1912","20","Whitman (WA)","3","Corvallis"," OR",
"99","Sam Dolan","L","0","0","1912","0","Multnomah AC (OR)","9","Portland"," OR",
"100","Sam Dolan","L","11","1","1912","9","Washington St.","10","Pullman"," WA",
"101","Sam Dolan","L","11","9","1912","3","Washington","9","Portland"," OR",
"102","Sam Dolan","L","11","23","1912","0","Oregon","3","Albany"," OR",
"103","Sam Dolan","W","11","28","1912","23","Occidental (CA)","6","Los Angeles"," CA","Baer Field"
"104","Edward J. ""Doc"" Stewart","T","0","0","1913","0","Oregon St. Alumni","0","Corvallis"," OR",
"105","Edward J. ""Doc"" Stewart","L","0","0","1913","0","Multnomah AC (OR)","6","Portland"," OR",
"106","Edward J. ""Doc"" Stewart","T","0","0","1913","7","Multnomah AC (OR)","7","Corvallis"," OR",
"107","Edward J. ""Doc"" Stewart","W","10","18","1913","29","Whitman (WA)","3","Walla Walla"," WA",
"108","Edward J. ""Doc"" Stewart","L","10","25","1913","0","Washington","47","Seattle"," WA",
"109","Edward J. ""Doc"" Stewart","T","11","8","1913","10","Oregon","10","Albany"," OR",
"110","Edward J. ""Doc"" Stewart","W","11","15","1913","10","Washington St.","2","Corvallis"," OR",
"111","Edward J. ""Doc"" Stewart","W","11","27","1913","3","Idaho","0","Corvallis"," OR",
"112","Edward J. ""Doc"" Stewart","W","0","0","1914","12","Oregon St. Alumni","0","Corvallis"," OR",
"113","Edward J. ""Doc"" Stewart","W","0","0","1914","12","Oregon St. Freshmen","0","Corvallis"," OR",
"114","Edward J. ""Doc"" Stewart","W","0","0","1914","10","Multnomah AC (OR)","6","Portland"," OR",
"115","Edward J. ""Doc"" Stewart","W","10","17","1914","64","Willamette (OR)","0","Salem"," OR",
"116","Edward J. ""Doc"" Stewart","W","10","24","1914","7","Washington St.","0","Pullman"," WA",
"117","Edward J. ""Doc"" Stewart","T","10","31","1914","0","Washington","0","Albany"," OR",
"118","Edward J. ""Doc"" Stewart","W","11","14","1914","26","Idaho","0","Portland"," OR",
"119","Edward J. ""Doc"" Stewart","T","11","21","1914","3","Oregon","3","Corvallis"," OR",
"120","Edward J. ""Doc"" Stewart","W","11","26","1914","38","Southern California","6","Tacoma"," WA",
"121","Edward J. ""Doc"" Stewart","W","0","0","1915","3","Oregon St. Alumni","0","Corvallis"," OR",
"122","Edward J. ""Doc"" Stewart","W","10","2","1915","69","Willamette (OR)","0","Corvallis"," OR",
"123","Edward J. ""Doc"" Stewart","W","10","9","1915","34","Whitman (WA)","7","Corvallis"," OR",
"124","Edward J. ""Doc"" Stewart","L","10","16","1915","0","Washington St.","29","Corvallis"," OR",
"125","Edward J. ""Doc"" Stewart","W","10","30","1915","20","Michigan St.","0","East Lansing"," MI",
"126","Edward J. ""Doc"" Stewart","W","11","6","1915","40","Idaho","0","Corvallis"," OR",
"127","Edward J. ""Doc"" Stewart","L","11","20","1915","0","Oregon","9","Eugene"," OR",
"128","Edward J. ""Doc"" Stewart","L","12","1","1915","0","Syracuse (NY)","28","Portland"," OR",
"129","Joseph A. Pipal","L","9","23","1916","7","Oregon St. Alumni","13","Corvallis"," OR",
"130","Joseph A. Pipal","L","9","30","1916","0","Multnomah AC (OR)","3","Corvallis"," OR",
"131","Joseph A. Pipal","W","10","7","1916","26","Idaho","0","Moscow"," ID",
"132","Joseph A. Pipal","W","10","14","1916","13","Washington St.","10","Pullman"," WA",
"133","Joseph A. Pipal","L","10","21","1916","7","Nebraska","17","Portland"," OR",
"134","Joseph A. Pipal","W","11","4","1916","23","Whitman (WA)","0","Corvallis"," OR",
"135","Joseph A. Pipal","L","11","11","1916","0","Washington","35","Seattle"," WA",
"136","Joseph A. Pipal","L","11","25","1916","0","Oregon","27","Corvallis"," OR",
"137","Joseph A. Pipal","W","11","30","1916","16","Southern California","7","Los Angeles"," CA",
"138","Joseph A. Pipal","W","10","13","1917","34","Vancouver Barracks (WA)","0","Corvallis"," OR",
"139","Joseph A. Pipal","W","10","20","1917","26","Idaho","6","Pendleton"," OR",
"140","Joseph A. Pipal","L","10","27","1917","3","California","14","Berkeley"," CA",
"141","Joseph A. Pipal","W","11","3","1917","6","Multnomah AC (OR)","0","Corvallis"," OR",
"142","Joseph A. Pipal","L","11","10","1917","0","Washington St.","6","Corvallis"," OR",
"143","Joseph A. Pipal","T","11","17","1917","0","Washington","0","Seattle"," WA",
"144","Joseph A. Pipal","W","11","29","1917","14","Oregon","7","Portland"," OR",
"145","William H. ""Bill"" Hargiss","W","10","26","1918","7","Vancouver Barracks (WA)","0","Vancouver"," WA",
"146","William H. ""Bill"" Hargiss","L","11","2","1918","6","Fort Lewis (WA)","21","Fort Lewis"," WA",
"147","William H. ""Bill"" Hargiss","W","11","9","1918","14","Standifer Shipbuilders (OR)","0","?",,
"148","William H. ""Bill"" Hargiss","L","11","16","1918","6","Oregon","13","Corvallis"," OR",
"149","William H. ""Bill"" Hargiss","L","11","23","1918","0","Washington","6","Seattle"," WA",
"150","William H. ""Bill"" Hargiss","L","11","28","1918","0","Multnomah AC (OR)","6","Portland"," OR",
"151","William H. ""Bill"" Hargiss","T","10","4","1919","0","Oregon St. Alumni","0","Corvallis"," OR",
"152","William H. ""Bill"" Hargiss","W","10","11","1919","21","Oregon St. Freshmen","0","Corvallis"," OR",
"153","William H. ""Bill"" Hargiss","W","10","18","1919","46","Pacific (OR)","6","Corvallis"," OR",
"154","William H. ""Bill"" Hargiss","L","10","25","1919","6","Stanford (CA)","14","Corvallis"," OR",
"155","William H. ""Bill"" Hargiss","L","11","1","1919","14","California","21","Berkeley"," CA",
"156","William H. ""Bill"" Hargiss","L","11","8","1919","0","Multnomah AC (OR)","14","Corvallis"," OR",
"157","William H. ""Bill"" Hargiss","L","11","15","1919","0","Oregon","9","Eugene"," OR",
"158","William H. ""Bill"" Hargiss","W","11","22","1919","6","Washington St.","0","Portland"," OR",
"159","William H. ""Bill"" Hargiss","W","11","27","1919","50","Gonzaga (WA)","0","Corvallis"," OR",
"160","R.B. Rutherford","T","10","16","1920","0","Multnomah AC (OR)","0","Corvallis"," OR",
"161","R.B. Rutherford","W","10","22","1920","3","Washington","0","Seattle"," WA",
"162","R.B. Rutherford","L","10","30","1920","7","California","17","Corvallis"," OR",
"163","R.B. Rutherford","L","11","13","1920","0","Washington St.","28","Pullman"," WA",
"164","R.B. Rutherford","T","11","20","1920","0","Oregon","0","Eugene"," OR",
"165","R.B. Rutherford","W","11","27","1920","10","Multnomah AC (OR)","7","Portland"," OR",
"166","R.B. Rutherford","W","9","24","1921","68","Oregon St. Freshmen","7","Corvallis"," OR",
"167","R.B. Rutherford","W","10","1","1921","68","Chemawa Indian School (OR)","0","Corvallis"," OR",
"168","R.B. Rutherford","T","10","8","1921","7","Multnomah AC (OR)","7","Corvallis"," OR",
"169","R.B. Rutherford","W","10","15","1921","54","Willamette (OR)","0","Salem"," OR",
"170","R.B. Rutherford","W","10","22","1921","24","Washington","0","Corvallis"," OR",
"171","R.B. Rutherford","L","10","29","1921","7","Stanford (CA)","14","Stanford"," CA",
"172","R.B. Rutherford","L","11","11","1921","3","Washington St.","7","Corvallis"," OR",
"173","R.B. Rutherford","T","11","19","1921","0","Oregon","0","Eugene"," OR",
"174","R.B. Rutherford","L","11","26","1921","0","Southern California","7","Pasadena"," CA",
"175","R.B. Rutherford","W","10","7","1922","22","Oregon St. Alumni","6","Corvallis"," OR",
"176","R.B. Rutherford","W","10","14","1922","3","Pacific (OR)","0","Corvallis"," OR",
"177","R.B. Rutherford","L","10","21","1922","3","Washington","14","Seattle"," WA",
"178","R.B. Rutherford","L","10","28","1922","0","Stanford (CA)","6","Corvallis"," OR",
"179","R.B. Rutherford","L","11","4","1922","0","Multnomah AC (OR)","6","Portland"," OR",
"180","R.B. Rutherford","L","11","18","1922","0","Oregon","10","Corvallis"," OR",
"181","R.B. Rutherford","W","11","25","1922","16","Washington St.","0","Portland"," OR",
"182","R.B. Rutherford","W","9","29","1923","12","Pacific (OR)","0","Corvallis"," OR",
"183","R.B. Rutherford","T","10","6","1923","0","Multnomah AC (OR)","0","Corvallis"," OR",
"184","R.B. Rutherford","W","10","13","1923","13","Oregon St. Alumni","0","Corvallis"," OR",
"185","R.B. Rutherford","L","10","20","1923","0","California","26","Berkeley"," CA",
"186","R.B. Rutherford","L","11","3","1923","0","Washington","14","Corvallis"," OR",
"187","R.B. Rutherford","L","11","10","1923","0","Idaho","7","Boise"," ID",
"188","R.B. Rutherford","T","11","17","1923","3","Washington St.","3","Portland"," OR",
"189","R.B. Rutherford","W","11","25","1923","6","Oregon","0","Eugene"," OR",
"190","R.B. Rutherford","W","11","29","1923","12","Multnomah AC (OR)","0","Portland"," OR",
"191","R.B. Rutherford","L","12","25","1923","9","Hawaii All-Stars","14","Honolulu"," HI",
"192","R.B. Rutherford","L","1","1","1924","0","Hawaii","7","Honolulu"," HI",
"193","Paul J. Schissler","W","10","4","1924","41","Whitman (WA)","0","Pendleton"," OR",
"194","Paul J. Schissler","W","10","11","1924","7","Multnomah AC (OR)","6","Corvallis"," OR",
"195","Paul J. Schissler","L","10","18","1924","3","Southern California","17","Portland"," OR",
"196","Paul J. Schissler","L","10","25","1924","3","Washington","6","Seattle"," WA",
"197","Paul J. Schissler","L","11","1","1924","0","Idaho","22","Corvallis"," OR",
"198","Paul J. Schissler","W","11","7","1924","14","Washington St.","13","Pullman"," WA",
"199","Paul J. Schissler","L","11","22","1924","3","Oregon","7","Corvallis"," OR",
"200","Paul J. Schissler","L","11","27","1924","0","Nebraska","14","Lincoln"," NE",
"201","Paul J. Schissler","W","10","3","1925","51","Willamette (OR)","0","Corvallis"," OR",
"202","Paul J. Schissler","W","10","10","1925","22","Gonzaga (WA)","0","Corvallis"," OR",
"203","Paul J. Schissler","W","10","17","1925","62","Whitman (WA)","0","Portland"," OR",
"204","Paul J. Schissler","L","10","24","1925","10","Stanford (CA)","26","Stanford"," CA",
"205","Paul J. Schissler","W","10","31","1925","27","Montana","7","Corvallis"," OR",
"206","Paul J. Schissler","W","11","7","1925","56","Pacific (OR)","0","Corvallis"," OR",
"207","Paul J. Schissler","W","11","14","1925","24","Oregon","13","Eugene"," OR",
"208","Paul J. Schissler","W","11","21","1925","16","Idaho","7","Boise"," ID",
"209","Paul J. Schissler","L","12","5","1925","0","Southern California","28","Los Angeles"," CA",
"210","Paul J. Schissler","W","9","25","1926","67","Multnomah AC (OR)","0","Corvallis"," OR",
"211","Paul J. Schissler","W","10","2","1926","49","Montana","0","Missoula"," MT",
"212","Paul J. Schissler","W","10","9","1926","23","Gonzaga (WA)","6","Corvallis"," OR",
"213","Paul J. Schissler","W","10","16","1926","27","California","7","Berkeley"," CA",
"214","Paul J. Schissler","W","10","30","1926","3","Idaho","0","Portland"," OR",
"215","Paul J. Schissler","L","11","11","1926","7","Southern California","17","Portland"," OR",
"216","Paul J. Schissler","W","11","20","1926","16","Oregon","0","Corvallis"," OR",
"217","Paul J. Schissler","W","11","25","1926","29","Marquette (WI)","0","Milwaukee"," WI",
"218","Paul J. Schissler","W","10","1","1927","25","California-Davis","6","Corvallis"," OR",
"219","Paul J. Schissler","L","10","8","1927","12","Southern California","13","Los Angeles"," CA",
"220","Paul J. Schissler","L","10","22","1927","6","Stanford (CA)","20","Portland"," OR",
"221","Paul J. Schissler","W","10","29","1927","13","Washington St.","6","Corvallis"," OR",
"222","Paul J. Schissler","W","11","12","1927","21","Oregon","7","Eugene"," OR",
"223","Paul J. Schissler","L","11","19","1927","7","Idaho","12","Portland"," OR",
"224","Paul J. Schissler","T","11","26","1927","14","Carnegie Mellon (PA)","14","Portland"," OR",
"225","Paul J. Schissler","W","9","29","1928","14","California-Davis","0","Corvallis"," OR",
"226","Paul J. Schissler","L","10","6","1928","0","Southern California","19","Los Angeles"," CA",
"227","Paul J. Schissler","W","10","13","1928","41","Portland (OR)","0","Portland"," OR",
"228","Paul J. Schissler","W","10","13","1928","46","Pacific (OR)","0","Portland"," OR",
"229","Paul J. Schissler","L","10","20","1928","7","Washington St.","9","Pullman"," WA",
"230","Paul J. Schissler","W","10","27","1928","29","Washington","0","Seattle"," WA",
"231","Paul J. Schissler","W","11","3","1928","44","Montana","0","Corvallis"," OR",
"232","Paul J. Schissler","L","11","17","1928","0","Oregon","12","Corvallis"," OR",
"233","Paul J. Schissler","W","11","29","1928","25","New York (NY)","13","New York"," NY","Yankee Stadium"
"234","Paul J. Schissler","W","9","21","1929","37","Willamette (OR)","6","Corvallis"," OR",
"235","Paul J. Schissler","W","9","28","1929","19","California-Davis","0","Corvallis"," OR",
"236","Paul J. Schissler","L","10","5","1929","7","Southern California","21","Los Angeles"," CA",
"237","Paul J. Schissler","W","10","12","1929","71","Portland (OR)","7","Corvallis"," OR",
"238","Paul J. Schissler","L","10","19","1929","7","Stanford (CA)","40","Stanford"," CA",
"239","Paul J. Schissler","W","10","26","1929","27","Idaho","0","Corvallis"," OR",
"240","Paul J. Schissler","L","11","2","1929","0","Washington St.","9","Portland"," OR",
"241","Paul J. Schissler","L","11","16","1929","0","Oregon","16","Eugene"," OR",
"242","Paul J. Schissler","W","11","23","1929","14","Detroit (MI)","7","Detroit"," MI",
"243","Paul J. Schissler","W","9","20","1930","48","Willamette (OR)","0","Corvallis"," OR",
"244","Paul J. Schissler","W","9","27","1930","16","Gonzaga (WA)","6","Corvallis"," OR",
"245","Paul J. Schissler","L","10","4","1930","7","Southern California","27","Los Angeles"," CA",
"246","Paul J. Schissler","W","10","10","1930","20","California-Davis","0","Corvallis"," OR",
"247","Paul J. Schissler","L","10","18","1930","7","Stanford (CA)","13","Stanford"," CA",
"248","Paul J. Schissler","W","10","25","1930","57","Pacific (OR)","0","Corvallis"," OR",
"249","Paul J. Schissler","L","11","1","1930","7","Washington St.","14","Portland"," OR",
"250","Paul J. Schissler","W","11","15","1930","15","Oregon","0","Corvallis"," OR",
"251","Paul J. Schissler","W","11","21","1930","19","UCLA","0","Los Angeles"," CA",
"252","Paul J. Schissler","W","11","27","1930","12","West Virginia","0","Chicago"," IL",
"253","Paul J. Schissler","W","9","19","1931","76","Willamette (OR)","0","Corvallis"," OR",
"254","Paul J. Schissler","W","9","26","1931","16","Colorado","0","Portland"," OR",
"255","Paul J. Schissler","L","10","3","1931","0","Southern California","30","Los Angeles"," CA",
"256","Paul J. Schissler","W","10","9","1931","25","Linfield (OR)","0","Corvallis"," OR",
"257","Paul J. Schissler","L","10","17","1931","7","Stanford (CA)","25","Stanford"," CA",
"258","Paul J. Schissler","W","10","23","1931","37","Western Oregon","0","Corvallis"," OR",
"259","Paul J. Schissler","L","10","31","1931","6","Washington St.","7","Portland"," OR",
"260","Paul J. Schissler","W","11","7","1931","19","Montana","0","Corvallis"," OR",
"261","Paul J. Schissler","T","11","14","1931","0","Oregon","0","Eugene"," OR",
"262","Paul J. Schissler","W","12","5","1931","12","Utah","0","Portland"," OR",
"263","Paul J. Schissler","W","9","17","1932","19","Gonzaga (WA)","16","Spokane"," WA",
"264","Paul J. Schissler","W","9","24","1932","32","Willamette (OR)","0","Corvallis"," OR",
"265","Paul J. Schissler","L","10","1","1932","0","Stanford (CA)","27","Portland"," OR",
"266","Paul J. Schissler","L","10","8","1932","0","Southern California","10","Los Angeles"," CA",
"267","Paul J. Schissler","L","10","22","1932","6","Washington St.","7","Corvallis"," OR",
"268","Paul J. Schissler","W","10","28","1932","20","West Coast Army (CA)","9","Corvallis"," OR",
"269","Paul J. Schissler","L","11","5","1932","6","Oregon","12","Corvallis"," OR",
"270","Paul J. Schissler","W","11","12","1932","35","Montana","6","Missoula"," MT",
"271","Paul J. Schissler","L","11","19","1932","6","Fordham (NY)","8","New York"," NY",
